Dataset	Genome_replicon	AMR_annotation_count
High complexity	GCF_029524165.1	12
High complexity	GCF_029536165.1	5
High complexity	GCF_029537235.1	2
High complexity	GCF_029537255.1	3
High complexity	GCF_029541605.1	8
High complexity	GCF_029541745.1	4
High complexity	GCF_029542005.1	4
High complexity	GCF_029542085.1	4
High complexity	GCF_029542205.1	7
High complexity	GCF_029542345.1	34
High complexity	GCF_029542445.1	16
High complexity	GCF_029542585.1	10
High complexity	GCF_029542605.1	5
High complexity	GCF_029543025.1	8
High complexity	GCF_029543085.1	10
High complexity	GCF_029543205.1	3
High complexity	GCF_029581175.1	1
High complexity	GCF_029581195.1	2
High complexity	GCF_029581215.1	6
High complexity	GCF_029581235.1	5
High complexity	GCF_029581255.1	5
High complexity	GCF_029581275.1	5
High complexity	GCF_029581295.1	5
High complexity	GCF_029581315.1	1
High complexity	GCF_029581355.1	8
High complexity	GCF_029581395.1	2
High complexity	GCF_029581435.1	1
High complexity	GCF_029581455.1	5
High complexity	GCF_029581475.1	4
High complexity	GCF_029590275.1	6
High complexity	GCF_029590555.1	2
High complexity	GCF_029594735.1	2
High complexity	GCF_029616825.1	4
High complexity	GCF_029623675.1	16
High complexity	GCF_029625235.1	3
High complexity	GCF_029625295.1	3
High complexity	GCF_029625475.1	11
High complexity	GCF_029632925.1	4
High complexity	GCF_029635795.1	13
High complexity	GCF_029636065.1	2
High complexity	GCF_029636725.1	4
High complexity	GCF_029637485.1	4
High complexity	GCF_029637705.1	1
High complexity	GCF_029639525.1	1
High complexity	GCF_029643245.1	5
High complexity	GCF_029643425.1	3
High complexity	GCF_029667155.1	9
High complexity	GCF_029674545.1	2
High complexity	GCF_029674565.1	2
High complexity	GCF_029674605.1	2
High complexity	GCF_029674625.1	2
High complexity	GCF_029674665.1	7
High complexity	GCF_029675005.1	4
High complexity	GCF_029690045.1	6
High complexity	GCF_029690065.1	3
High complexity	GCF_029691625.1	2
High complexity	GCF_029691665.1	5
High complexity	GCF_029714205.1	3
High complexity	GCF_029714225.1	8
High complexity	GCF_029714265.1	6
High complexity	GCF_029714285.1	6
High complexity	GCF_029714305.1	2
High complexity	GCF_029714325.1	8
High complexity	GCF_029714345.1	6
High complexity	GCF_029714365.1	6
High complexity	GCF_029714385.1	4
High complexity	GCF_029714405.1	5
High complexity	GCF_029714425.1	8
High complexity	GCF_029714545.1	5
High complexity	GCF_029714945.1	7
High complexity	GCF_029715615.1	8
High complexity	GCF_029752195.1	3
High complexity	GCF_029759805.1	9
High complexity	GCF_029760855.1	1
High complexity	GCF_029760895.1	3
High complexity	GCF_029760935.1	2
High complexity	GCF_029760955.1	4
High complexity	GCF_029761915.1	8
High complexity	GCF_029761955.1	2
High complexity	GCF_029763995.1	6
High complexity	GCF_029767035.1	1
High complexity	GCF_029834475.1	7
High complexity	GCF_029835255.1	6
High complexity	GCF_029836375.1	16
High complexity	GCF_029837835.1	10
High complexity	GCF_029838335.1	6
High complexity	GCF_029840835.1	5
High complexity	GCF_029841185.1	5
High complexity	GCF_029843205.1	2
High complexity	GCF_029850785.1	2
High complexity	GCF_029850805.1	7
High complexity	GCF_029853695.1	2
High complexity	GCF_029854195.1	1
High complexity	GCF_029854215.1	4
High complexity	GCF_029854255.1	4
High complexity	GCF_029854435.1	2
High complexity	GCF_029854455.1	8
High complexity	GCF_029855045.1	4
High complexity	GCF_029855125.1	2
High complexity	GCF_029866425.1	1
High complexity	GCF_029866525.1	11
High complexity	GCF_029866785.1	4
High complexity	GCF_029866845.1	16
High complexity	GCF_029866945.1	5
High complexity	GCF_029868045.1	3
High complexity	GCF_029868725.1	4
High complexity	GCF_029869645.1	4
High complexity	GCF_029869805.1	6
High complexity	GCF_029869885.1	4
High complexity	GCF_029869905.1	6
High complexity	GCF_029869925.1	4
High complexity	GCF_029870955.1	1
High complexity	GCF_029873215.1	1
High complexity	GCF_029873235.1	25
High complexity	GCF_029873575.1	3
High complexity	GCF_029876645.1	11
High complexity	GCF_029892045.1	4
High complexity	GCF_029892065.1	4
High complexity	GCF_029906485.1	7
High complexity	GCF_029906565.1	4
High complexity	GCF_029909395.1	1
High complexity	GCF_029909415.1	1
High complexity	GCF_029909435.1	1
High complexity	GCF_029909455.1	1
High complexity	GCF_029909495.1	3
High complexity	GCF_029909795.1	3
High complexity	GCF_029909955.1	6
High complexity	GCF_029909975.1	6
High complexity	GCF_029909995.1	6
High complexity	GCF_029910015.1	4
High complexity	GCF_029910035.1	4
High complexity	GCF_029910055.1	4
High complexity	GCF_029910075.1	5
High complexity	GCF_029910095.1	5
High complexity	GCF_029910195.1	9
High complexity	GCF_029910215.1	7
High complexity	GCF_029910495.1	2
High complexity	GCF_029910655.1	6
High complexity	GCF_029917005.1	1
High complexity	GCF_029917025.1	2
High complexity	GCF_029942085.1	5
High complexity	GCF_029952845.1	18
High complexity	GCF_029958325.1	4
High complexity	GCF_029958925.1	1
High complexity	GCF_029960805.1	5
High complexity	GCF_029961745.1	4
High complexity	GCF_029961765.1	5
High complexity	GCF_029962585.1	13
High complexity	GCF_029962625.1	19
High complexity	GCF_029964055.1	1
High complexity	GCF_029991045.1	3
High complexity	GCF_030005665.1	4
High complexity	GCF_030010515.1	3
High complexity	GCF_030011755.1	1
High complexity	GCF_030011895.1	3
High complexity	GCF_030012015.1	22
High complexity	GCF_030012965.1	4
High complexity	GCF_030012985.1	3
High complexity	GCF_030015065.1	6
High complexity	GCF_030016165.2	15
High complexity	GCF_030020805.1	12
High complexity	GCF_030026745.1	21
High complexity	GCF_030027225.1	3
High complexity	GCF_030028355.1	1
High complexity	GCF_030028615.1	6
High complexity	GCF_030028635.1	5
High complexity	GCF_030034735.1	7
High complexity	GCF_030035605.1	8
High complexity	GCF_030036535.1	3
High complexity	GCF_030053095.1	8
High complexity	GCF_030053115.1	8
High complexity	GCF_030053135.1	4
High complexity	GCF_030053155.1	5
High complexity	GCF_030053175.1	4
High complexity	GCF_030053835.1	4
High complexity	GCF_030053895.1	29
High complexity	GCF_030060825.1	12
High complexity	GCF_030060905.1	4
High complexity	GCF_030062155.1	14
High complexity	GCF_030063505.1	1
High complexity	GCF_030063815.1	2
High complexity	GCF_030063905.1	3
High complexity	GCF_030063945.1	2
High complexity	GCF_030064065.1	3
High complexity	GCF_030064125.1	7
High complexity	GCF_030064165.1	27
High complexity	GCF_030064585.1	7
High complexity	GCF_030064655.1	11
High complexity	GCF_030064675.1	9
High complexity	GCF_030066995.1	2
High complexity	GCF_030067815.1	6
High complexity	GCF_030070225.1	6
High complexity	GCF_030073505.1	2
High complexity	GCF_030077585.1	2
High complexity	GCF_030077625.1	3
High complexity	GCF_030078145.1	1
High complexity	GCF_030122705.1	1
High complexity	GCF_030122805.1	6
High complexity	GCF_030122845.1	8
High complexity	GCF_030123065.1	15
High complexity	GCF_030123365.1	8
High complexity	GCF_030123405.1	7
High complexity	GCF_030123425.1	3
High complexity	GCF_030123445.1	9
High complexity	GCF_030123505.1	14
High complexity	GCF_030126965.1	10
High complexity	GCF_030126985.1	1
High complexity	GCF_030127005.1	13
High complexity	GCF_030127025.1	2
High complexity	GCF_030127045.1	8
High complexity	GCF_030127205.1	9
High complexity	GCF_030128825.1	6
High complexity	GCF_030128875.1	2
High complexity	GCF_030142045.1	1
High complexity	GCF_030142075.1	1
High complexity	GCF_030142155.1	1
High complexity	GCF_030144325.1	4
High complexity	GCF_030144815.1	4
High complexity	GCF_030147545.1	7
High complexity	GCF_030147785.1	8
High complexity	GCF_030149145.1	4
High complexity	GCF_030158525.1	2
High complexity	GCF_030158795.1	6
High complexity	GCF_030159715.1	2
High complexity	GCF_030159735.1	1
High complexity	GCF_030159915.1	2
High complexity	GCF_030160235.1	3
High complexity	GCF_030160335.1	1
High complexity	GCF_030160535.1	5
High complexity	GCF_030160695.1	2
High complexity	GCF_030160795.1	6
High complexity	GCF_030161015.1	2
High complexity	GCF_030161135.1	6
High complexity	GCF_030161515.1	4
High complexity	GCF_030161735.1	6
High complexity	GCF_030165025.1	3
High complexity	GCF_030167965.1	4
High complexity	GCF_030168535.1	11
High complexity	GCF_030168875.1	6
High complexity	GCF_030169005.1	13
High complexity	GCF_030169715.1	20
High complexity	GCF_030177755.1	2
High complexity	GCF_030182545.1	4
High complexity	GCF_030188845.1	5
High complexity	GCF_030211955.1	4
High complexity	GCF_030217125.1	2
High complexity	GCF_030217805.1	34
High complexity	GCF_030218365.1	2
High complexity	GCF_030218415.1	6
High complexity	GCF_030220105.1	15
High complexity	GCF_030223485.1	10
High complexity	GCF_030229545.1	2
High complexity	GCF_030232325.1	2
High complexity	GCF_030233875.1	1
High complexity	GCF_030236315.1	14
High complexity	GCF_030236355.1	9
High complexity	GCF_030238025.1	5
High complexity	GCF_030240185.1	2
High complexity	GCF_030244015.1	1
High complexity	GCF_030246845.1	3
High complexity	GCF_030246865.1	2
High complexity	GCF_030246885.1	5
High complexity	GCF_030246905.1	2
High complexity	GCF_030246925.1	2
High complexity	GCF_030246945.1	2
High complexity	GCF_030250585.1	3
High complexity	GCF_030252165.1	2
High complexity	GCF_030252185.1	3
High complexity	GCF_030252325.1	1
High complexity	GCF_030252345.1	9
High complexity	GCF_030252425.1	1
High complexity	GCF_030253455.1	28
High complexity	GCF_030253495.1	1
High complexity	GCF_030253515.1	2
High complexity	GCF_030254645.1	3
High complexity	GCF_030262695.1	1
High complexity	GCF_030263935.1	7
High complexity	GCF_030263955.1	13
High complexity	GCF_030264015.1	5
High complexity	GCF_030264235.1	5
High complexity	GCF_030264275.1	2
High complexity	GCF_030264295.1	8
High complexity	GCF_030268345.1	2
High complexity	GCF_030268445.1	5
High complexity	GCF_030269245.1	9
High complexity	GCF_030269585.1	3
High complexity	GCF_030269785.1	2
High complexity	GCF_030269825.1	5
High complexity	GCF_030272265.1	6
High complexity	GCF_030272285.1	4
High complexity	GCF_030281045.1	4
High complexity	GCF_030284585.1	5
High complexity	GCF_030285625.1	7
High complexity	GCF_030285645.1	9
High complexity	GCF_030285665.1	10
High complexity	GCF_030285785.1	2
High complexity	GCF_030285885.1	4
High complexity	GCF_030285925.1	3
High complexity	GCF_030285945.1	13
High complexity	GCF_030286025.1	7
High complexity	GCF_030286045.1	2
High complexity	GCF_030286095.1	5
High complexity	GCF_030291035.1	5
High complexity	GCF_030291075.1	12
High complexity	GCF_030291095.1	12
High complexity	GCF_030291135.1	2
High complexity	GCF_030291795.1	1
High complexity	GCF_030292155.1	12
High complexity	GCF_030294925.1	2
High complexity	GCF_030294945.1	2
High complexity	GCF_030294985.1	2
High complexity	GCF_030295035.1	3
High complexity	GCF_030295155.1	64
High complexity	GCF_030295465.1	3
High complexity	GCF_030295685.1	7
High complexity	GCF_030295745.1	2
High complexity	GCF_030295765.1	3
High complexity	GCF_030296015.1	7
High complexity	GCF_030296055.1	2
High complexity	GCF_030296075.1	3
High complexity	GCF_030296355.1	5
High complexity	GCF_030296555.1	3
High complexity	GCF_030296575.1	4
High complexity	GCF_030296595.1	3
High complexity	GCF_030296615.1	2
High complexity	GCF_030296635.1	2
High complexity	GCF_030296655.1	2
High complexity	GCF_030296675.1	2
High complexity	GCF_030296695.1	2
High complexity	GCF_030296995.1	43
High complexity	GCF_030297015.1	2
High complexity	GCF_030297115.1	4
High complexity	GCF_030297175.1	3
High complexity	GCF_030297635.1	1
High complexity	GCF_030316075.1	4
High complexity	GCF_030316175.1	1
High complexity	GCF_030316235.1	15
High complexity	GCF_030316255.1	10
High complexity	GCF_030323085.1	2
High complexity	GCF_030323105.1	3
High complexity	GCF_030323125.1	5
High complexity	GCF_030323145.1	3
High complexity	GCF_030323165.1	4
High complexity	GCF_030323185.1	3
High complexity	GCF_030323205.1	4
High complexity	GCF_030323225.1	4
High complexity	GCF_030323265.1	5
High complexity	GCF_030323285.1	9
High complexity	GCF_030323745.1	12
High complexity	GCF_030324445.1	9
High complexity	GCF_030328245.1	11
High complexity	GCF_030329235.1	6
High complexity	GCF_030329385.1	19
High complexity	GCF_030342225.1	6
High complexity	GCF_030342325.1	4
High complexity	GCF_030344915.1	25
High complexity	GCF_030345075.1	2
High complexity	GCF_030345095.1	1
High complexity	GCF_030345275.1	3
High complexity	GCF_030345295.1	10
High complexity	GCF_030345315.1	5
High complexity	GCF_030345985.1	3
High complexity	GCF_030347235.1	12
High complexity	GCF_030347395.1	3
High complexity	GCF_030348905.1	6
High complexity	GCF_030361605.1	3
High complexity	GCF_030369595.1	10
High complexity	GCF_030369675.1	1
High complexity	GCF_030369695.1	2
High complexity	GCF_030370015.1	10
High complexity	GCF_030370035.1	12
High complexity	GCF_030371675.1	5
High complexity	GCF_030371925.1	2
High complexity	GCF_030373265.1	1
High complexity	GCF_030373355.1	1
High complexity	GCF_030373405.1	2
High complexity	GCF_030373885.1	4
High complexity	GCF_030373945.1	2
High complexity	GCF_030373995.1	1
High complexity	GCF_030374005.1	1
High complexity	GCF_030374125.1	6
High complexity	GCF_030376845.1	4
High complexity	GCF_030378165.1	5
High complexity	GCF_030378205.1	3
High complexity	GCF_030378245.1	3
High complexity	GCF_030380925.1	4
High complexity	GCF_030381925.1	4
High complexity	GCF_030384605.1	4
High complexity	GCF_030384645.1	2
High complexity	GCF_030385095.1	14
High complexity	GCF_030385105.1	12
High complexity	GCF_030385255.1	14
High complexity	GCF_030386455.1	11
High complexity	GCF_030386475.1	11
High complexity	GCF_030386515.1	7
High complexity	GCF_030386655.1	5
High complexity	GCF_030386755.1	4
High complexity	GCF_030388245.1	3
High complexity	GCF_030388325.1	7
High complexity	GCF_030388345.1	1
High complexity	GCF_030388405.1	7
High complexity	GCF_030388665.1	5
High complexity	GCF_030405805.1	10
High complexity	GCF_030406045.1	1
High complexity	GCF_030406385.1	3
High complexity	GCF_030406405.1	3
High complexity	GCF_030406665.1	2
High complexity	GCF_030406775.1	4
High complexity	GCF_030406845.1	3
High complexity	GCF_030406865.1	5
High complexity	GCF_030406905.1	5
High complexity	GCF_030407165.1	2
High complexity	GCF_030408395.1	1
High complexity	GCF_030408435.1	2
High complexity	GCF_030408455.1	2
High complexity	GCF_030408555.1	1
High complexity	GCF_030408575.1	1
High complexity	GCF_030408595.1	2
High complexity	GCF_030408635.1	1
High complexity	GCF_030408715.1	2
High complexity	GCF_030408735.1	3
High complexity	GCF_030408775.1	1
High complexity	GCF_030408795.1	1
High complexity	GCF_030408855.1	2
High complexity	GCF_030408895.1	2
High complexity	GCF_030409055.1	5
High complexity	GCF_030411935.1	45
High complexity	GCF_030412035.1	3
High complexity	GCF_030412635.1	3
High complexity	GCF_030412725.1	4
High complexity	GCF_030412785.1	9
High complexity	GCF_030413145.1	10
High complexity	GCF_030413175.1	3
High complexity	GCF_030413595.1	6
High complexity	GCF_030413615.1	3
High complexity	GCF_030413635.1	5
High complexity	GCF_030413675.1	12
High complexity	GCF_030414215.1	2
High complexity	GCF_030417435.1	4
High complexity	GCF_030417635.1	10
High complexity	GCF_030418225.1	8
High complexity	GCF_030418475.1	2
High complexity	GCF_030418985.1	10
High complexity	GCF_030419005.1	6
High complexity	GCF_030435155.1	7
High complexity	GCF_030435705.1	1
High complexity	GCF_030436015.1	5
High complexity	GCF_030436055.1	10
High complexity	GCF_030440305.1	8
High complexity	GCF_030440425.1	2
High complexity	GCF_030440515.1	7
High complexity	GCF_030450055.1	5
High complexity	GCF_030450125.1	2
High complexity	GCF_030453725.1	1
High complexity	GCF_030461005.1	1
High complexity	GCF_030461435.1	1
High complexity	GCF_030462145.1	2
High complexity	GCF_030462555.1	12
High complexity	GCF_030480545.1	1
High complexity	GCF_030481075.1	1
High complexity	GCF_030482065.1	9
High complexity	GCF_030482605.1	9
High complexity	GCF_030482685.1	5
High complexity	GCF_030483315.1	9
High complexity	GCF_030483365.1	10
High complexity	GCF_030483585.1	9
High complexity	GCF_030483885.1	8
High complexity	GCF_030486405.1	6
High complexity	GCF_030486425.1	3
High complexity	GCF_030486665.1	1
High complexity	GCF_030486815.1	1
High complexity	GCF_030486835.1	1
High complexity	GCF_030486885.1	2
High complexity	GCF_030490285.1	4
High complexity	GCF_030490905.1	5
High complexity	GCF_030499135.1	4
High complexity	GCF_030499155.1	6
High complexity	GCF_030503595.1	1
High complexity	GCF_030503635.1	2
High complexity	GCF_030503655.1	1
High complexity	GCF_030503835.1	1
High complexity	GCF_030503915.1	2
High complexity	GCF_030503955.1	9
High complexity	GCF_030505055.1	2
High complexity	GCF_030505175.1	12
High complexity	GCF_030505335.1	2
High complexity	GCF_030505355.1	3
High complexity	GCF_030505375.1	7
High complexity	GCF_030505395.1	2
High complexity	GCF_030505635.1	5
High complexity	GCF_030506185.1	7
High complexity	GCF_030506235.1	6
High complexity	GCF_030506255.1	3
High complexity	GCF_030506285.1	4
High complexity	GCF_030506325.1	2
High complexity	GCF_030506605.1	1
High complexity	GCF_030511705.1	2
High complexity	GCF_030514525.1	26
High complexity	GCF_030515835.1	3
High complexity	GCF_030515855.1	3
High complexity	GCF_030515875.1	3
High complexity	GCF_030516215.1	2
High complexity	GCF_030517755.1	4
High complexity	GCF_030518135.1	6
High complexity	GCF_030518595.1	6
High complexity	GCF_030518755.1	2
High complexity	GCF_030518795.1	6
High complexity	GCF_030518815.1	4
High complexity	GCF_030519305.1	3
High complexity	GCF_030519415.1	4
High complexity	GCF_030520105.1	4
High complexity	GCF_030520125.1	7
High complexity	GCF_030520245.1	7
High complexity	GCF_030537705.1	1
High complexity	GCF_030541745.1	16
High complexity	GCF_030544485.1	3
High complexity	GCF_030544505.1	3
High complexity	GCF_030544745.1	11
High complexity	GCF_030545245.1	1
High complexity	GCF_030546285.1	4
High complexity	GCF_030546455.1	2
High complexity	GCF_030547055.1	1
High complexity	GCF_030548405.1	2
High complexity	GCF_030548545.1	14
High complexity	GCF_030548825.1	3
High complexity	GCF_030549035.1	3
High complexity	GCF_030549525.1	6
High complexity	GCF_030549615.1	5
High complexity	GCF_030550835.1	3
High complexity	GCF_030551255.1	6
High complexity	GCF_030551445.1	8
High complexity	GCF_030552875.1	4
High complexity	GCF_030552895.1	10
High complexity	GCF_030553055.1	7
High complexity	GCF_030553075.1	2
High complexity	GCF_030554875.1	5
High complexity	GCF_030556675.1	6
High complexity	GCF_030580635.1	10
High complexity	GCF_030582395.1	5
High complexity	GCF_030582555.1	2
High complexity	GCF_030582835.1	11
High complexity	GCF_030584805.1	6
High complexity	GCF_030584825.1	6
High complexity	GCF_030584905.1	7
High complexity	GCF_030585205.1	4
High complexity	GCF_030585445.1	6
High complexity	GCF_030585545.1	6
High complexity	GCF_030643825.1	1
High complexity	GCF_030643885.1	4
High complexity	GCF_030643905.1	1
High complexity	GCF_030644225.1	3
High complexity	GCF_030644265.1	9
High complexity	GCF_030644365.1	1
High complexity	GCF_030644385.1	2
High complexity	GCF_030644465.1	1
High complexity	GCF_030644525.1	8
High complexity	GCF_030645145.1	3
High complexity	GCF_030646225.1	5
High complexity	GCF_030656655.1	1
High complexity	GCF_030656675.1	6
High complexity	GCF_030656875.1	2
High complexity	GCF_030657335.1	2
High complexity	GCF_030687005.1	11
High complexity	GCF_030687085.1	8
High complexity	GCF_030687125.1	9
High complexity	GCF_030687145.1	8
High complexity	GCF_030687165.1	9
High complexity	GCF_030687245.1	6
High complexity	GCF_030687275.1	9
High complexity	GCF_030687295.1	8
High complexity	GCF_030687335.1	7
High complexity	GCF_030687395.1	8
High complexity	GCF_030687415.1	7
High complexity	GCF_030687435.1	10
High complexity	GCF_030687475.1	6
High complexity	GCF_030687495.1	9
High complexity	GCF_030687515.1	9
High complexity	GCF_030687535.1	8
High complexity	GCF_030687575.1	9
High complexity	GCF_030687595.1	7
High complexity	GCF_030687655.1	9
High complexity	GCF_030687675.1	7
High complexity	GCF_030687695.1	8
High complexity	GCF_030687715.1	8
High complexity	GCF_030687795.1	18
High complexity	GCF_030687855.1	8
High complexity	GCF_030687875.1	8
High complexity	GCF_030687895.1	6
High complexity	GCF_030687915.1	8
High complexity	GCF_030687935.1	8
High complexity	GCF_030704205.1	2
High complexity	GCF_030704305.1	3
High complexity	GCF_030709715.1	1
High complexity	GCF_030716965.1	5
High complexity	GCF_030717765.1	7
High complexity	GCF_030718065.1	3
High complexity	GCF_030718145.1	3
High complexity	GCF_030718915.1	3
High complexity	GCF_030719035.1	3
High complexity	GCF_030719215.1	3
High complexity	GCF_030719235.1	3
High complexity	GCF_030719255.1	3
High complexity	GCF_030719275.1	5
High complexity	GCF_030719295.1	1
High complexity	GCF_030721705.1	1
High complexity	GCF_030732185.1	4
High complexity	GCF_030733135.1	3
High complexity	GCF_030733405.1	3
High complexity	GCF_030733715.1	1
High complexity	GCF_030733885.1	2
High complexity	GCF_030733905.1	4
High complexity	GCF_030736795.1	5
High complexity	GCF_030755195.1	5
High complexity	GCF_030756575.1	4
High complexity	GCF_030758255.1	5
High complexity	GCF_030758295.1	2
High complexity	GCF_030758415.1	1
High complexity	GCF_030758455.1	11
High complexity	GCF_030758755.1	1
High complexity	GCF_030758775.1	2
High complexity	GCF_030758955.1	6
High complexity	GCF_030758975.1	2
High complexity	GCF_030759015.1	2
High complexity	GCF_030766965.1	10
High complexity	GCF_030769625.1	2
High complexity	GCF_030769685.1	8
High complexity	GCF_030770395.1	4
High complexity	GCF_030803725.1	2
High complexity	GCF_030811425.1	1
High complexity	GCF_030811505.1	2
High complexity	GCF_030812135.1	5
High complexity	GCF_030812215.1	6
High complexity	GCF_030812395.1	5
High complexity	GCF_030812475.1	8
High complexity	GCF_030812925.1	3
High complexity	GCF_030812975.1	5
High complexity	GCF_030813495.1	5
High complexity	GCF_030814735.1	6
High complexity	GCF_030814985.1	7
High complexity	GCF_030815095.1	2
High complexity	GCF_030815185.1	3
High complexity	GCF_030815195.1	2
High complexity	GCF_030815305.1	1
High complexity	GCF_030815455.1	10
High complexity	GCF_030815735.1	6
High complexity	GCF_030816075.1	3
High complexity	GCF_030816155.1	4
High complexity	GCF_030816725.1	3
High complexity	GCF_030816745.1	6
High complexity	GCF_030818075.1	1
High complexity	GCF_030818485.1	4
High complexity	GCF_030818495.1	4
High complexity	GCF_030818855.1	2
High complexity	GCF_030818865.1	2
High complexity	GCF_030818965.1	3
High complexity	GCF_030826025.1	3
High complexity	GCF_030826255.1	4
High complexity	GCF_030826345.1	1
High complexity	GCF_030826355.1	1
High complexity	GCF_030826365.1	4
High complexity	GCF_030842725.1	1
High complexity	GCF_030844045.1	4
High complexity	GCF_030844445.1	9
High complexity	GCF_030845055.1	4
High complexity	GCF_030845195.1	4
High complexity	GCF_030845235.1	11
High complexity	GCF_030846095.1	19
High complexity	GCF_030846175.1	1
High complexity	GCF_030846775.1	3
High complexity	GCF_030848725.1	8
High complexity	GCF_030849025.1	3
High complexity	GCF_030850085.1	37
High complexity	GCF_030851405.1	3
High complexity	GCF_030863945.1	4
High complexity	GCF_030864005.1	9
High complexity	GCF_030864135.1	1
High complexity	GCF_030866705.1	1
High complexity	GCF_030866745.1	1
High complexity	GCF_030866765.1	14
High complexity	GCF_030866785.1	4
High complexity	GCF_030866805.1	3
High complexity	GCF_030866825.1	1
High complexity	GCF_030875795.1	5
High complexity	GCF_030876985.1	1
High complexity	GCF_030908285.1	6
High complexity	GCF_030908325.1	11
High complexity	GCF_030908485.1	4
High complexity	GCF_030908545.1	4
High complexity	GCF_030908585.1	2
High complexity	GCF_030908605.1	2
High complexity	GCF_030909125.1	5
High complexity	GCF_030913365.1	5
High complexity	GCF_030915385.1	5
High complexity	GCF_030915405.1	8
High complexity	GCF_030915425.1	7
High complexity	GCF_030915445.1	9
High complexity	GCF_030915465.1	7
High complexity	GCF_030915485.1	10
High complexity	GCF_030915505.1	6
High complexity	GCF_030915525.1	7
High complexity	GCF_030916465.1	3
High complexity	GCF_030929625.1	2
High complexity	GCF_030930845.1	5
High complexity	GCF_030930935.1	3
High complexity	GCF_030930975.1	6
High complexity	GCF_030931015.1	2
High complexity	GCF_030944405.1	4
High complexity	GCF_030979975.1	1
High complexity	GCF_031001775.1	11
High complexity	GCF_031020795.1	1
High complexity	GCF_031119035.1	22
High complexity	GCF_031119335.1	2
High complexity	GCF_031157615.1	6
High complexity	GCF_031157845.1	10
High complexity	GCF_031158775.1	2
High complexity	GCF_031172035.1	7
High complexity	GCF_031173285.1	8
High complexity	GCF_031178535.1	6
High complexity	GCF_031179525.1	10
High complexity	GCF_031190635.1	1
High complexity	GCF_031192345.1	16
High complexity	GCF_031195445.1	2
High complexity	GCF_031197935.1	8
High complexity	GCF_031199375.1	5
High complexity	GCF_031199525.1	19
High complexity	GCF_031199945.1	3
High complexity	GCF_031199965.1	11
High complexity	GCF_031201145.1	4
High complexity	GCF_031202265.1	6
High complexity	GCF_031202305.1	1
High complexity	GCF_031202855.1	1
High complexity	GCF_031224895.1	8
High complexity	GCF_031228685.1	15
High complexity	GCF_031236015.1	59
High complexity	GCF_031291375.1	3
High complexity	GCF_031291815.1	4
High complexity	GCF_031312015.1	5
High complexity	GCF_031316285.1	3
High complexity	GCF_031317035.1	8
High complexity	GCF_031317065.1	5
High complexity	GCF_031317185.1	15
High complexity	GCF_031317505.1	15
High complexity	GCF_031323725.1	8
High complexity	GCF_031324095.1	17
High complexity	GCF_031324125.1	14
High complexity	GCF_031324195.1	6
High complexity	GCF_031324245.1	7
High complexity	GCF_031324285.1	19
High complexity	GCF_031324305.1	8
High complexity	GCF_031324335.1	17
High complexity	GCF_031342455.1	17
High complexity	GCF_031344055.1	2
High complexity	GCF_031348265.1	3
High complexity	GCF_031357045.1	13
High complexity	GCF_031435405.1	4
High complexity	GCF_031453235.1	4
High complexity	GCF_031453325.1	1
High complexity	GCF_031453935.1	6
High complexity	GCF_031454005.1	1
High complexity	GCF_031454275.1	7
High complexity	GCF_031454325.1	4
High complexity	GCF_031454395.1	4
High complexity	GCF_031454515.1	9
High complexity	GCF_031454575.1	2
High complexity	GCF_031454585.1	5
High complexity	GCF_031454675.1	5
High complexity	GCF_031454715.1	5
High complexity	GCF_031454775.1	3
High complexity	GCF_031454805.1	3
High complexity	GCF_031454815.1	9
High complexity	GCF_031454855.1	3
High complexity	GCF_031454875.1	1
High complexity	GCF_031454915.1	1
High complexity	GCF_031454995.1	3
High complexity	GCF_031455035.1	8
High complexity	GCF_031455125.1	10
High complexity	GCF_031455155.1	7
High complexity	GCF_031455215.1	5
High complexity	GCF_031455275.1	2
High complexity	GCF_031455325.1	8
High complexity	GCF_031455425.1	7
High complexity	GCF_031455555.1	5
High complexity	GCF_031455575.1	5
High complexity	GCF_031455745.1	4
High complexity	GCF_031455795.1	4
High complexity	GCF_031455885.1	5
High complexity	GCF_031455915.1	10
High complexity	GCF_031456215.1	7
High complexity	GCF_031456305.1	5
High complexity	GCF_031456435.1	1
High complexity	GCF_031456675.1	7
High complexity	GCF_031456695.1	7
High complexity	GCF_031456735.1	4
High complexity	GCF_031456755.1	5
High complexity	GCF_031456835.1	2
High complexity	GCF_031456915.1	9
High complexity	GCF_031457185.1	1
High complexity	GCF_031457435.1	9
High complexity	GCF_031457465.1	2
High complexity	GCF_031457625.1	7
High complexity	GCF_031457655.1	9
High complexity	GCF_031457825.1	9
High complexity	GCF_031457895.1	4
High complexity	GCF_031457975.1	1
High complexity	GCF_031458075.1	4
High complexity	GCF_031458155.1	6
High complexity	GCF_031458175.1	2
High complexity	GCF_031458185.1	1
High complexity	GCF_031458315.1	1
High complexity	GCF_031460995.1	1
High complexity	GCF_031462855.1	8
High complexity	GCF_031500285.1	6
High complexity	GCF_031556935.1	12
High complexity	GCF_031570195.1	35
High complexity	GCF_031576485.1	8
High complexity	GCF_031581545.1	8
High complexity	GCF_031582845.1	5
High complexity	GCF_031582945.1	1
High complexity	GCF_031583145.1	9
High complexity	GCF_031583635.1	2
High complexity	GCF_031583655.1	6
High complexity	GCF_031583915.1	8
