<<<<<<< HEAD
name	taxid	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	percent_total_reads	accn
Methylocystis sp. SB2	743836	S	2143	4117	6260	1.00E-04	1.00E-02	GCF_022370455.1
Aureimonas altamirensis	370622	S	4629	1522	6151	1.00E-04	1.00E-02	GCF_030262695.1
Pyruvatibacter mobilis	1712261	S	5734	1055	6789	1.00E-04	1.00E-02	GCF_014640905.1
Lichenihabitans sp. PAMC28606	2880932	S	3830	2544	6374	1.00E-04	1.00E-02	GCF_020616535.1
Sphingomonas sp. HMP6	1517551	S	5827	575	6402	1.00E-04	1.00E-02	GCF_013374095.1
Sphingomonas suaedae	2599297	S	6078	399	6477	1.00E-04	1.00E-02	GCF_007833215.1
Sphingomonas bisphenolicum	296544	S	3881	2727	6608	1.00E-04	1.00E-02	GCF_024349785.1
Sphingobium sp. CAP-1	2676077	S	3745	2678	6423	1.00E-04	1.00E-02	GCF_009720145.1
Sphingobium sp. YG1	2082188	S	3678	2816	6494	1.00E-04	1.00E-02	GCF_003609795.1
Sphingobium sp. MI1205	407020	S	2464	3962	6426	1.00E-04	1.00E-02	GCF_001563285.1
Sphingobium phenoxybenzoativorans	1592790	S	4567	1874	6441	1.00E-04	1.00E-02	GCF_018286635.1
Sphingobium herbicidovorans	76947	S	2588	3825	6413	1.00E-04	1.00E-02	GCF_002080435.1
Sphingopyxis sp. OPL5	2486273	S	6256	442	6698	1.00E-04	1.00E-02	GCF_003797775.2
Sphingopyxis sp. QXT-31	1357916	S	5962	790	6752	1.00E-04	1.00E-02	GCF_001984035.1
Sphingopyxis sp. PAMC25046	2565556	S	4536	1633	6169	1.00E-04	1.00E-02	GCF_004795895.1
Sphingopyxis sp. FD7	1914525	S	4423	1741	6164	1.00E-04	1.00E-02	GCF_003609835.1
Sphingopyxis fribergensis	1515612	S	4719	1933	6652	1.00E-04	1.00E-02	GCF_000803645.1
Novosphingobium sp. P6W	1609758	S	5742	530	6272	1.00E-04	1.00E-02	GCF_000876675.2
Novosphingobium sp. KA1	164608	S	1535	4934	6469	1.00E-04	1.00E-02	GCF_017309955.1
Sphingosinithalassobacter tenebrarum	2711215	S	5351	1417	6768	1.00E-04	1.00E-02	GCF_011057975.1
Parasphingopyxis algicola	2026624	S	6093	165	6258	1.00E-04	1.00E-02	GCF_013378075.1
Porphyrobacter sp. YT40	2547601	S	3516	2847	6363	1.00E-04	1.00E-02	GCF_006542605.1
Altererythrobacter sp. B11	2060312	S	5078	1625	6703	1.00E-04	1.00E-02	GCF_003569745.1
Sandaracinobacteroides saxicola	2759707	S	6023	134	6157	1.00E-04	1.00E-02	GCF_014117445.1
Acidiphilium cryptum	524	S	1293	5144	6437	1.00E-04	1.00E-02	GCF_000016725.1
Brevirhabdus pacifica	1267768	S	4227	2115	6342	1.00E-04	1.00E-02	GCF_002797755.1
Haematobacter massiliensis	195105	S	3001	3649	6650	1.00E-04	1.00E-02	GCF_946222465.1
Pseudosulfitobacter pseudonitzschiae	1402135	S	4678	1870	6548	1.00E-04	1.00E-02	GCF_022651825.1
Caulobacter henricii	69395	S	5525	707	6232	1.00E-04	1.00E-02	GCF_001414055.1
Burkholderia sp. Bp7605	1740163	S	6245	413	6658	1.00E-04	1.00E-02	GCF_001718875.1
Burkholderia sp. PAMC 28687	1795874	S	3567	2885	6452	1.00E-04	1.00E-02	GCF_001577465.1
Paraburkholderia dioscoreae	2604047	S	4564	2189	6753	1.00E-04	1.00E-02	GCF_902459535.1
Caballeronia sp. SBC2	2705547	S	684	5965	6649	1.00E-04	1.00E-02	GCF_011039955.1
Pandoraea pulmonicola	93221	S	5760	721	6481	1.00E-04	1.00E-02	GCF_900454575.1
Pandoraea apista	93218	S	3894	2689	6583	1.00E-04	1.00E-02	GCF_937863425.1
Hydrogenophaga taeniospiralis	65656	S	5153	1071	6224	1.00E-04	1.00E-02	GCF_020510545.1
Hydrogenophaga pseudoflava	47421	S	2376	4290	6666	1.00E-04	1.00E-02	GCF_031020795.1
Acidovorax sp. 5MLIR	2949090	S	5482	1203	6685	1.00E-04	1.00E-02	GCF_023634805.2
Rhodoferax sp. BAB1	2741720	S	5763	725	6488	1.00E-04	1.00E-02	GCF_013334205.1
Polaromonas sp. JS666	296591	S	6526	183	6709	1.00E-04	1.00E-02	GCF_900103405.1
Verminephrobacter eiseniae	364317	S	6512	198	6710	1.00E-04	1.00E-02	GCF_026192955.1
Massilia sp. H6	2970464	S	5416	764	6180	1.00E-04	1.00E-02	GCF_024802625.1
Massilia sp. Se16.2.3	2709303	S	229	6287	6516	1.00E-04	1.00E-02	GCF_014171595.1
Herbaspirillum huttiense	863372	S	4843	1820	6663	1.00E-04	1.00E-02	GCF_031583655.1
Collimonas arenae	279058	S	5685	694	6379	1.00E-04	1.00E-02	GCF_001584205.1
Achromobacter sp. MFA1 R4	1881016	S	5788	920	6708	1.00E-04	1.00E-02	GCF_900156745.1
Achromobacter ruhlandii	72557	S	4047	2613	6660	1.00E-04	1.00E-02	GCF_032103985.1
Aquabacterium olei	1296669	S	5018	1163	6181	1.00E-04	1.00E-02	GCF_003100395.1
Nitrosospira sp. NRS527	155925	S	4549	2095	6644	1.00E-04	1.00E-02	GCF_018406445.1
Nitrosospira briensis	35799	S	4409	2158	6567	1.00E-04	1.00E-02	GCF_900115325.1
Sulfuritalea hydrogenivorans	748811	S	5912	460	6372	1.00E-04	1.00E-02	GCF_000828635.1
Thauera chlorobenzoica	96773	S	4294	2330	6624	1.00E-04	1.00E-02	GCF_900108255.1
Chromobacterium sp. ATCC 53434	2059672	S	5484	878	6362	1.00E-04	1.00E-02	GCF_002848345.1
Chromobacterium vaccinii	1108595	S	5420	998	6418	1.00E-04	1.00E-02	GCF_021083405.1
Chromobacterium violaceum	536	S	5032	1166	6198	1.00E-04	1.00E-02	GCF_020991315.1
Pseudogulbenkiania sp. NH8B	748280	S	5843	782	6625	1.00E-04	1.00E-02	GCF_000283535.1
Chitiniphilus sp. CD1	2981137	S	4430	1862	6292	1.00E-04	1.00E-02	GCF_025642115.1
Laribacter hongkongensis	168471	S	3297	2967	6264	1.00E-04	1.00E-02	GCF_022394705.1
Lysobacter sp. KIS68-7	2904252	S	6144	245	6389	1.00E-04	1.00E-02	GCF_021284745.1
Lysobacter terrestris	2865112	S	6281	326	6607	1.00E-04	1.00E-02	GCF_014489475.1
Lysobacter solisilvae	2763317	S	6237	214	6451	1.00E-04	1.00E-02	GCF_016613535.2
Lysobacter caseinilyticus	2675101	S	3	6655	6658	1.00E-04	1.00E-02	GCF_018406605.1
Xanthomonas arboricola	56448	S	5393	1144	6537	1.00E-04	1.00E-02	GCF_022930885.1
Thermomonas brevis	215691	S	5434	867	6301	1.00E-04	1.00E-02	GCF_014395425.1
Pseudolysobacter antarcticus	2511995	S	6225	40	6265	1.00E-04	1.00E-02	GCF_004168365.1
Luteibacter flocculans	2780091	S	5738	498	6236	1.00E-04	1.00E-02	GCF_023612255.1
Luteibacter aegosomaticola	2911538	S	5681	752	6433	1.00E-04	1.00E-02	GCF_023078475.1
Pseudomonas oryzihabitans	47885	S	5370	1041	6411	1.00E-04	1.00E-02	GCF_032104565.1
Enterobacter asburiae	61645	S	1410	5314	6724	1.00E-04	1.00E-02	GCF_032301015.1
Halomonas sp. JS92-SW72	2306583	S	3209	3202	6411	1.00E-04	1.00E-02	GCF_003547075.1
Halomonas sp. 'Soap Lake #7'	1962264	S	3	6664	6667	1.00E-04	1.00E-02	GCF_002009255.1
Thioflavicoccus mobilis	80679	S	6433	262	6695	1.00E-04	1.00E-02	GCF_000327045.1
Chloracidobacterium aggregatum	2851959	S	3580	2785	6365	1.00E-04	1.00E-02	GCF_018304805.1
Myxococcus landrumus	2813577	S	5783	666	6449	1.00E-04	1.00E-02	GCF_017301635.1
Mucilaginibacter sp. 14171R-50	2703789	S	5945	218	6163	1.00E-04	1.00E-02	GCF_010093045.1
Geotalea uraniireducens	351604	S	5464	924	6388	1.00E-04	1.00E-02	GCF_027943965.1
Streptomyces sp. EMB24	2835531	S	3498	3459	6957	1.10E-04	1.10E-02	GCF_026651955.1
Streptomyces sp. CB04723	2748873	S	2549	4696	7245	1.10E-04	1.10E-02	GCF_013401535.1
Streptomyces sp. BPPL-273	2987533	S	1214	6221	7435	1.10E-04	1.10E-02	GCF_030028615.1
Streptomyces sp. G7(2002)	2971798	S	1000	6000	7000	1.10E-04	1.10E-02	GCF_028870195.1
Streptomyces sp. CA-256286	2801033	S	853	6497	7350	1.10E-04	1.10E-02	GCF_017358145.1
Streptomyces filamentosus	67294	S	3270	4057	7327	1.10E-04	1.10E-02	GCF_023716005.1
Streptomyces rubrolavendulae	285473	S	789	6589	7378	1.10E-04	1.10E-02	GCF_001750785.1
Mycobacterium sp. MOTT36Y	1168287	S	305	6600	6905	1.10E-04	1.10E-02	GCF_000262165.1
Mycolicibacterium senegalense	1796	S	2220	4969	7189	1.10E-04	1.10E-02	GCF_031458155.1
Mycobacteroides immunogenum	83262	S	5358	1634	6992	1.10E-04	1.10E-02	GCF_030412725.1
Rhodococcus sp. P-2	2795031	S	4460	2591	7051	1.10E-04	1.10E-02	GCF_016598535.1
Rhodococcus sp. H-CA8f	1727214	S	1731	5089	6820	1.10E-04	1.10E-02	GCF_002501585.1
Rhodococcus gordoniae	223392	S	5494	1809	7303	1.10E-04	1.10E-02	GCF_024362245.1
Corynebacterium frankenforstense	1230998	S	6551	811	7362	1.10E-04	1.10E-02	GCF_030211955.1
Corynebacterium urealyticum	43771	S	2390	4840	7230	1.10E-04	1.10E-02	GCF_016403265.1
Gordonia sp. WA4-43	2878678	S	1027	5869	6896	1.10E-04	1.10E-02	GCF_020520305.1
Gordonia sp. Swx-4	3029399	S	443	6625	7068	1.10E-04	1.10E-02	GCF_030316175.1
Microbacterium sp. ET2 (Ac-2212)	3050384	S	6663	547	7210	1.10E-04	1.10E-02	GCF_030347395.1
Microbacterium sp.	51671	S	6585	649	7234	1.10E-04	1.10E-02	GCF_032112085.1
Microbacterium sp. XT11	367477	S	6128	1170	7298	1.10E-04	1.10E-02	GCF_001513675.1
Microbacterium sp. SSW1-36	2851648	S	6108	864	6972	1.10E-04	1.10E-02	GCF_023101185.1
Microbacterium sp. zg-Y1090	3049073	S	6098	1161	7259	1.10E-04	1.10E-02	GCF_030246945.1
Microbacterium sp. PAMC 28756	1795053	S	298	6621	6919	1.10E-04	1.10E-02	GCF_001558975.1
Curtobacterium sp. MR_MD2014	1561023	S	5000	1943	6943	1.10E-04	1.10E-02	GCF_000772085.1
Rathayibacter sp. VKM Ac-2801	2609255	S	4456	2930	7386	1.10E-04	1.10E-02	GCF_009834245.1
Leucobacter sp. NB 10	2873270	S	5892	1273	7165	1.10E-04	1.10E-02	GCF_019884725.1
Clavibacter phaseoli	1734031	S	4303	2797	7100	1.10E-04	1.10E-02	GCF_022815625.1
Cryobacterium sp. SO1	1897061	S	5886	1272	7158	1.10E-04	1.10E-02	GCF_004210215.2
Microcella alkaliphila	279828	S	5348	1506	6854	1.10E-04	1.10E-02	GCF_004216855.1
Salinibacterium sp. ZJ70	2708084	S	5741	1059	6800	1.10E-04	1.10E-02	GCF_011751865.2
Arthrobacter sp. PM3	2017685	S	6841	441	7282	1.10E-04	1.10E-02	GCF_003352915.1
Arthrobacter sp. 24S4-2	2575374	S	5868	1394	7262	1.10E-04	1.10E-02	GCF_005280255.1
Arthrobacter sp. PAMC25564	2565366	S	5850	1488	7338	1.10E-04	1.10E-02	GCF_004798705.1
Arthrobacter sp. U41	1849032	S	5597	1473	7070	1.10E-04	1.10E-02	GCF_007679325.1
Arthrobacter sp. FW306-2-2C-D06B	2879618	S	5565	1701	7266	1.10E-04	1.10E-02	GCF_021789175.1
Arthrobacter sp. CJ23	2972479	S	5509	1716	7225	1.10E-04	1.10E-02	GCF_024741795.1
Arthrobacter sp. FW305-BF8	2879617	S	5470	1631	7101	1.10E-04	1.10E-02	GCF_021789315.1
Arthrobacter sulfonylureivorans	2486855	S	6446	909	7355	1.10E-04	1.10E-02	GCF_022637435.1
Citricoccus sp. NR2	3004095	S	1016	5815	6831	1.10E-04	1.10E-02	GCF_027594385.1
Janibacter sp. DB-40	3028808	S	5366	1760	7126	1.10E-04	1.10E-02	GCF_029510815.1
Brachybacterium avium	2017485	S	6242	1127	7369	1.10E-04	1.10E-02	GCF_002216795.1
Brachybacterium vulturis	2017484	S	5947	989	6936	1.10E-04	1.10E-02	GCF_002407185.1
Dermabacter vaginalis	1630135	S	2071	5081	7152	1.10E-04	1.10E-02	GCF_025150725.1
Solwaraspora sp. WMMA2080	3015165	S	46	7090	7136	1.10E-04	1.10E-02	GCF_027497395.1
Cutibacterium avidum	33010	S	3708	3464	7172	1.10E-04	1.10E-02	GCF_031158775.1
Bacillus mycoides	1405	S	2993	3922	6915	1.10E-04	1.10E-02	GCF_031324095.1
Paenibacillus sp. B01	2660554	S	5502	1418	6920	1.10E-04	1.10E-02	GCF_009649995.1
Tepidiforma bonchosmolovskayae	2601677	S	6497	732	7229	1.10E-04	1.10E-02	GCF_008838325.1
Bradyrhizobium sp. WBOS04	2171498	S	18	7272	7290	1.10E-04	1.10E-02	GCF_024585105.1
Rhizobium jaguaris	1312183	S	6456	581	7037	1.10E-04	1.10E-02	GCF_003627755.1
Sinorhizobium americanum	194963	S	5831	1420	7251	1.10E-04	1.10E-02	GCF_004340865.1
Georhizobium profundi	2341112	S	5040	2051	7091	1.10E-04	1.10E-02	GCF_003952725.1
Mesorhizobium sp. AR02	2865837	S	5638	1723	7361	1.10E-04	1.10E-02	GCF_024746835.1
Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	2493678	S	5381	1551	6932	1.10E-04	1.10E-02	GCF_003952545.1
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	S	5289	1921	7210	1.10E-04	1.10E-02	GCF_003952365.1
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	2493670	S	2738	4379	7117	1.10E-04	1.10E-02	GCF_003952405.1
Mesorhizobium sp. 131-3-5	2744520	S	2034	5323	7357	1.10E-04	1.10E-02	GCF_016756575.1
Methylobacterium sp. AMS5	925818	S	4463	2393	6856	1.10E-04	1.10E-02	GCF_001542815.1
Rhodomicrobium vannielii	1069	S	6073	928	7001	1.10E-04	1.10E-02	GCF_002198685.1
Rhodomicrobium lacus	2498452	S	5947	969	6916	1.10E-04	1.10E-02	GCF_030545245.1
Devosia salina	2860336	S	4480	2877	7357	1.10E-04	1.10E-02	GCF_019504385.1
Youhaiella tibetensis	1447062	S	6346	490	6836	1.10E-04	1.10E-02	GCF_014638565.1
Stappia sp. ES.058	1881061	S	6779	514	7293	1.10E-04	1.10E-02	GCF_900105595.1
Brucella intermedia	94625	S	4161	2737	6898	1.10E-04	1.10E-02	GCF_032109785.1
Sphingomonas sp. SUN039	2937787	S	6615	178	6793	1.10E-04	1.10E-02	GCF_024758725.1
Sphingomonas sp. S1-29	2991074	S	4410	2774	7184	1.10E-04	1.10E-02	GCF_026167545.1
Sphingomonas radiodurans	2890321	S	6912	379	7291	1.10E-04	1.10E-02	GCF_020866845.1
Sphingomonas donggukensis	2949093	S	6575	460	7035	1.10E-04	1.10E-02	GCF_023674425.1
Sphingomonas aliaeris	2759526	S	6413	458	6871	1.10E-04	1.10E-02	GCF_016743815.1
Sphingomonas sanguinis	33051	S	4526	2876	7402	1.10E-04	1.10E-02	GCF_025371035.1
Sphingomonas qomolangmaensis	2918765	S	4277	2590	6867	1.10E-04	1.10E-02	GCF_024496245.1
Sphingobium indicum	332055	S	4243	2623	6866	1.10E-04	1.10E-02	GCF_013408165.1
Sphingopyxis sp. YF1	2482763	S	5697	1528	7225	1.10E-04	1.10E-02	GCF_022701295.1
Sphingopyxis terrae	33052	S	2022	5354	7376	1.10E-04	1.10E-02	GCF_002374275.1
Novosphingobium sp. Gsoil 351	2675225	S	6791	180	6971	1.10E-04	1.10E-02	GCF_009707465.1
Novosphingobium aromaticivorans	48935	S	4956	1890	6846	1.10E-04	1.10E-02	GCF_900102455.1
Rhizorhabdus phycosphaerae	2711156	S	6881	421	7302	1.10E-04	1.10E-02	GCF_011044255.1
Sphingosinithalassobacter sp. CS137	2762748	S	6418	689	7107	1.10E-04	1.10E-02	GCF_014334115.1
Polymorphobacter megasporae	2835787	S	4727	2630	7357	1.10E-04	1.10E-02	GCF_018982885.2
Polymorphobacter sp. PAMC 29334	2862331	S	4677	2697	7374	1.10E-04	1.10E-02	GCF_019431245.1
Acetobacter aceti	435	S	4617	2437	7054	1.10E-04	1.10E-02	GCF_014218315.1
Niveispirillum cyanobacteriorum	1612173	S	5681	1583	7264	1.10E-04	1.10E-02	GCF_014640215.1
Paracoccus sp. TOH	1263728	S	4299	3079	7378	1.10E-04	1.10E-02	GCF_030388245.1
Paracoccus zhejiangensis	1077935	S	4607	2380	6987	1.10E-04	1.10E-02	GCF_002847445.1
Paracoccus pantotrophus	82367	S	4021	3110	7131	1.10E-04	1.10E-02	GCF_029910495.1
Rhodobacter sp. CZR27	2033869	S	5862	942	6804	1.10E-04	1.10E-02	GCF_002407205.1
Sulfitobacter alexandrii	1917485	S	4006	3230	7236	1.10E-04	1.10E-02	GCF_001886735.1
Roseivivax marinus	1379903	S	6234	816	7050	1.10E-04	1.10E-02	GCF_030733715.1
Brevundimonas nasdae	172043	S	3083	4024	7107	1.10E-04	1.10E-02	GCF_032052825.1
Burkholderia pseudomultivorans	1207504	S	6040	1047	7087	1.10E-04	1.10E-02	GCF_031630195.1
Burkholderia anthina	179879	S	3866	3363	7229	1.10E-04	1.10E-02	GCF_020419555.1
Burkholderia perseverans	2615214	S	6319	949	7268	1.10E-04	1.10E-02	GCF_022870505.1
Cupriavidus sp. P-10	2027911	S	5796	1566	7362	1.10E-04	1.10E-02	GCF_003402535.2
Cupriavidus pinatubonensis	248026	S	6760	472	7232	1.10E-04	1.10E-02	GCF_914271535.1
Ralstonia pickettii	329	S	5642	1671	7313	1.10E-04	1.10E-02	GCF_030582395.1
Variovorax sp. PAMC28562	2762323	S	6780	277	7057	1.10E-04	1.10E-02	GCF_014303735.1
Hydrogenophaga sp. SL48	2806347	S	6238	603	6841	1.10E-04	1.10E-02	GCF_021729865.1
Hydrogenophaga sp. NH-16	2184519	S	2098	5079	7177	1.10E-04	1.10E-02	GCF_004006415.1
Comamonas serinivorans	1082851	S	5755	1398	7153	1.10E-04	1.10E-02	GCF_002158865.1
Acidovorax temperans	80878	S	2200	5014	7214	1.10E-04	1.10E-02	GCF_032056845.1
Melaminivora jejuensis	1267217	S	4085	2784	6869	1.10E-04	1.10E-02	GCF_021249385.1
Paenacidovorax monticola	1926868	S	6076	1071	7147	1.10E-04	1.10E-02	GCF_014489595.1
Massilia sp. DM-R-R2A-13	2899220	S	6267	860	7127	1.10E-04	1.10E-02	GCF_021165955.1
Pseudoduganella plicata	321984	S	5712	1097	6809	1.10E-04	1.10E-02	GCF_014651435.1
Pseudoduganella albidiflava	321983	S	3054	4188	7242	1.10E-04	1.10E-02	GCF_014651415.1
Pseudoduganella sp. SL102	2995154	S	2995	4098	7093	1.10E-04	1.10E-02	GCF_027856995.1
Janthinobacterium lividum	29581	S	1550	5281	6831	1.10E-04	1.10E-02	GCF_030909125.1
Herbaspirillum seropedicae	964	S	5722	1700	7422	1.10E-04	1.10E-02	GCF_031454715.1
Achromobacter mucicolens	1389922	S	4472	2754	7226	1.10E-04	1.10E-02	GCF_032110645.1
Bordetella trematum	123899	S	4852	2498	7350	1.10E-04	1.10E-02	GCF_013184245.1
Orrella dioscoreae	1851544	S	5887	1323	7210	1.10E-04	1.10E-02	GCF_900089455.2
Roseateles sp. BIM B-1768	2978473	S	6157	968	7125	1.10E-04	1.10E-02	GCF_025398155.2
Thauera sp. WB-2	2897772	S	4478	2508	6986	1.10E-04	1.10E-02	GCF_027594845.1
Pseudazoarcus pumilus	2067960	S	5590	1642	7232	1.10E-04	1.10E-02	GCF_002872475.1
Jeongeupia sp. USM3	1906741	S	6172	887	7059	1.10E-04	1.10E-02	GCF_001808185.1
Lysobacter sp. TY2-98	2290922	S	6631	175	6806	1.10E-04	1.10E-02	GCF_003367355.1
Lysobacter sp. 5GHs7-4	2904253	S	6573	386	6959	1.10E-04	1.10E-02	GCF_021284765.1
Lysobacter maris	1605891	S	6574	280	6854	1.10E-04	1.10E-02	GCF_006546735.2
Luteibacter pinisoli	2589080	S	6565	846	7411	1.10E-04	1.10E-02	GCF_006385595.1
Luteibacter rhizovicinus	242606	S	6558	455	7013	1.10E-04	1.10E-02	GCF_004342265.1
Pseudomonas sp. ZM23	2961893	S	3143	4143	7286	1.10E-04	1.10E-02	GCF_026686735.1
Pseudomonas sp. FP2254	2954087	S	3093	4165	7258	1.10E-04	1.10E-02	GCF_030687695.1
Pseudomonas sp. THAF42	2587859	S	1	7255	7256	1.10E-04	1.10E-02	GCF_009363475.1
Marichromatium purpuratum	37487	S	6706	721	7427	1.10E-04	1.10E-02	GCF_000224005.2
Horticoccus luteus	2862869	S	6543	391	6934	1.10E-04	1.10E-02	GCF_019464535.1
Kiritimatiella glycovorans	1307763	S	2594	4217	6811	1.10E-04	1.10E-02	GCF_001017655.1
Geothrix sp. 21YS21S-2	3068893	S	7144	85	7229	1.10E-04	1.10E-02	GCF_030846775.1
Myxococcus stipitatus	83455	S	6381	682	7063	1.10E-04	1.10E-02	GCF_021412625.1
Nitrospira moscoviensis	42253	S	6682	427	7109	1.10E-04	1.10E-02	GCF_001273775.1
Streptomyces sp. S063	2005885	S	4822	2884	7706	1.20E-04	1.20E-02	GCF_002832675.1
Streptomyces sp. SH5	3041765	S	4760	3037	7797	1.20E-04	1.20E-02	GCF_029906565.1
Streptomyces sp. Sge12	1972846	S	4587	3341	7928	1.20E-04	1.20E-02	GCF_002080455.1
Streptomyces sp. WA6-1-16	2879427	S	4127	3414	7541	1.20E-04	1.20E-02	GCF_020341595.1
Streptomyces sp. CFMR 7	1649184	S	3165	4834	7999	1.20E-04	1.20E-02	GCF_007679945.1
Streptomyces sp. endophyte_N2	2153485	S	1295	6547	7842	1.20E-04	1.20E-02	GCF_004104485.1
Streptomyces sp. A1-5	2738410	S	1267	6682	7949	1.20E-04	1.20E-02	GCF_021496785.1
Streptomyces sp. SS52	2563602	S	1018	6531	7549	1.20E-04	1.20E-02	GCF_004795715.1
Streptomyces goshikiensis	1942	S	808	6880	7688	1.20E-04	1.20E-02	GCF_027942015.1
Mycobacterium haemophilum	29311	S	7755	142	7897	1.20E-04	1.20E-02	GCF_001021485.1
Mycolicibacter sp. MYC340	2855503	S	7225	777	8002	1.20E-04	1.20E-02	GCF_020172685.1
Mycolicibacter virginiensis	1795032	S	5027	2506	7533	1.20E-04	1.20E-02	GCF_022374935.2
Rhodococcus sp. USK10	2789739	S	6415	1663	8078	1.20E-04	1.20E-02	GCF_019378875.1
Rhodococcus sp. DMU1	2722825	S	1855	5808	7663	1.20E-04	1.20E-02	GCF_012272955.1
Gordonia otitidis	249058	S	6393	1330	7723	1.20E-04	1.20E-02	GCF_943913665.1
Dietzia psychralcaliphila	139021	S	5468	2472	7940	1.20E-04	1.20E-02	GCF_018982825.1
Microbacterium sp. BH-3-3-3	1906742	S	6428	1191	7619	1.20E-04	1.20E-02	GCF_007679045.1
Microbacterium sp. M28	2962064	S	6098	1682	7780	1.20E-04	1.20E-02	GCF_025836995.1
Microbacterium sp. A18JL241	2782166	S	6000	1867	7867	1.20E-04	1.20E-02	GCF_015277895.1
Microbacterium sp. Nx66	2766784	S	3598	4246	7844	1.20E-04	1.20E-02	GCF_904066215.1
Microbacterium wangchenii	2541726	S	6959	959	7918	1.20E-04	1.20E-02	GCF_008017485.1
Microbacterium lushaniae	2614639	S	6947	998	7945	1.20E-04	1.20E-02	GCF_008727775.1
Curtobacterium sp. MCPF17_052	2175655	S	6022	1484	7506	1.20E-04	1.20E-02	GCF_003234085.2
Curtobacterium sp. MCLR17_032	2175650	S	5905	1598	7503	1.20E-04	1.20E-02	GCF_003234795.2
Agromyces laixinhei	2585717	S	6903	984	7887	1.20E-04	1.20E-02	GCF_009749485.1
Leifsonia sp. 98AMF	1798216	S	8	7490	7498	1.20E-04	1.20E-02	GCF_900114505.1
Clavibacter zhangzhiyongii	2768071	S	5486	2430	7916	1.20E-04	1.20E-02	GCF_016900975.1
Cryobacterium sp. LW097	1978566	S	6103	1381	7484	1.20E-04	1.20E-02	GCF_002205495.2
Cryobacterium soli	2220095	S	5125	2320	7445	1.20E-04	1.20E-02	GCF_003611035.1
Cryobacterium arcticum	670052	S	4514	3295	7809	1.20E-04	1.20E-02	GCF_003185895.1
Subtercola sp. AK-R2A1-2	2895559	S	7146	412	7558	1.20E-04	1.20E-02	GCF_021044565.1
Marisediminicola antarctica	674079	S	7156	686	7842	1.20E-04	1.20E-02	GCF_009930795.1
Arthrobacter sp. ERGS1:01	1704044	S	6711	1059	7770	1.20E-04	1.20E-02	GCF_001281315.1
Arthrobacter sp. KBS0702	2578107	S	5604	2197	7801	1.20E-04	1.20E-02	GCF_005937985.2
Arthrobacter sp. UKPF54-2	2600159	S	5487	2228	7715	1.20E-04	1.20E-02	GCF_007858535.1
Arthrobacter dokdonellae	2211210	S	6868	972	7840	1.20E-04	1.20E-02	GCF_003268655.1
Glutamicibacter protophormiae	37930	S	3724	4234	7958	1.20E-04	1.20E-02	GCF_031582945.1
Brachybacterium sp. Z12	2759167	S	6585	949	7534	1.20E-04	1.20E-02	GCF_014400405.1
Brachybacterium sp. SGAir0954	2571029	S	4329	3735	8064	1.20E-04	1.20E-02	GCF_005490785.1
Yimella sp. cx-51	2770551	S	6587	1100	7687	1.20E-04	1.20E-02	GCF_017654605.1
Ruania alkalisoli	2779775	S	6753	922	7675	1.20E-04	1.20E-02	GCF_014960965.1
Ruania halotolerans	2897773	S	6729	864	7593	1.20E-04	1.20E-02	GCF_021049285.1
Pseudonocardia sp. EC080610-09	1688404	S	110	7502	7612	1.20E-04	1.20E-02	GCF_001420975.1
Actinoalloteichus sp. GBA129-24	1612551	S	614	7028	7642	1.20E-04	1.20E-02	GCF_001941645.1
Tessaracoccus flavus	1610493	S	5592	2307	7899	1.20E-04	1.20E-02	GCF_001997295.1
Arachnia propionica	1750	S	5772	2190	7962	1.20E-04	1.20E-02	GCF_963551575.1
Actinomyces sp. oral taxon 414	712122	S	5642	1823	7465	1.20E-04	1.20E-02	GCF_001278845.1
Rubrobacter radiotolerans	42256	S	6549	1076	7625	1.20E-04	1.20E-02	GCF_000661895.1
Symbiobacterium thermophilum	2734	S	7557	45	7602	1.20E-04	1.20E-02	GCF_019806665.1
Limnochorda pilosa	1555112	S	7519	60	7579	1.20E-04	1.20E-02	GCF_937926375.1
Bradyrhizobium sp. WBOS08	2171500	S	18	7970	7988	1.20E-04	1.20E-02	GCF_024585125.1
Tardiphaga sp. vice278	2592815	S	424	7425	7849	1.20E-04	1.20E-02	GCF_007018435.1
Rhizobium sp. CSC1952	2978974	S	6242	1214	7456	1.20E-04	1.20E-02	GCF_030378245.1
Rhizobium sp. AB2/73	2795216	S	3573	4362	7935	1.20E-04	1.20E-02	GCF_020871915.1
Rhizobium phaseoli	396	S	6654	1175	7829	1.20E-04	1.20E-02	GCF_030182545.1
Rhizobium rhizogenes	359	S	5562	2454	8016	1.20E-04	1.20E-02	GCF_030070225.1
Sinorhizobium mexicanum	375549	S	6845	916	7761	1.20E-04	1.20E-02	GCF_017873105.1
Sinorhizobium medicae	110321	S	5248	2210	7458	1.20E-04	1.20E-02	GCF_025200695.1
Mesorhizobium sp. PAMC28654	2880934	S	7241	706	7947	1.20E-04	1.20E-02	GCF_020616515.1
